t,S,I
20.83191522700517,49337,838
20.83227350950352,49336,839
20.83523828422296,49335,840
20.837982975458164,49334,841
20.839800853115236,49333,842
20.840652444658108,49332,843
20.841709310353423,49331,844
20.841710971808457,49330,845
20.842419266543722,49329,846
20.850153816356453,49328,847
20.850435768753883,49327,848
20.856276052312836,49326,849
20.858369862080703,49325,850
20.86005048797013,49324,851
20.860228687597257,49323,852
20.869327048256373,49322,853
20.869786043806254,49321,854
20.87472314804541,49320,855
20.875128434502205,49319,856
20.876214309665475,49318,857
20.87646085044902,49317,858
20.877470542022674,49316,859
20.8804955116158,49315,860
20.881172081523733,49314,861
20.882903501689594,49313,862
20.890041937633754,49312,863
20.89324287928409,49311,864
20.894817687987675,49310,865
20.896515964102818,49309,866
20.898721918645432,49308,867
20.901827260887277,49307,868
20.90246549411816,49306,869
20.907799607798644,49305,870
20.908518178432537,49304,871
20.91868281047951,49303,872
20.91925859272505,49302,873
20.92114759331484,49301,874
20.922267067498282,49300,875
20.92273020607382,49299,876
20.92937299215258,49298,877
20.930136093965082,49297,878
20.934904336297965,49296,879
20.93827257057572,49295,880
20.938530012328837,49294,881
20.94374701519059,49293,882
20.945325330160944,49292,883
20.9460129761214,49291,884
20.953652791847215,49290,885
20.954515176077514,49289,886
20.96237947991943,49288,887
20.96691060878342,49287,888
20.9672364819855,49286,889
20.972873768002295,49285,890
20.97334942188274,49284,891
20.988081291471122,49283,892
20.995354776128988,49282,893
20.998435058251538,49281,894
20.99865161026798,49280,895
21.000173573804464,49279,896
21.00046342165763,49278,897
21.001147871117936,49277,898
21.00162791058706,49276,899
21.00483395508729,49275,900
21.006930619985962,49274,901
21.00827888676408,49273,902
21.015411159636187,49272,903
21.01886148370635,49271,904
21.019014377058635,49270,905
21.019782344215127,49269,906
21.019789023274683,49268,907
21.022640194699367,49267,908
21.0229788544617,49266,909
21.024221952250144,49265,910
21.029344287563593,49264,911
21.030731528874718,49263,912
21.032601215118124,49262,913
21.032682516040722,49261,914
21.033107122784866,49260,915
21.038033596978725,49259,916
21.03870878931437,49258,917
21.039517746962897,49257,918
21.041533987815924,49256,919
21.041994947759722,49255,920
21.048182161829388,49254,921
21.05010807536548,49253,922
21.050374118271264,49252,923
21.058540155751935,49253,922
21.06343766004259,49252,923
21.06449035695555,49251,924
21.070410915218407,49250,925
21.07848635145841,49249,926
21.080209197916414,49248,927
21.081251078833333,49247,928
21.081937751682048,49246,929
21.085933519991467,49245,930
21.090214554380786,49244,931
21.09251252544741,49243,932
21.09394141207978,49242,933
21.094571439784534,49241,934
21.098812484541522,49240,935
21.099371594973228,49239,936
21.099561579529894,49238,937
21.10015255144035,49237,938
21.101139074434304,49236,939
21.103359697914588,49235,940
21.105122982046815,49234,941
21.108962668950596,49233,942
21.109758617252815,49232,943
21.110398203541987,49231,944
21.11261161120624,49230,945
21.115123860890062,49229,946
21.116243258117006,49228,947
21.11643796878543,49227,948
21.117129731272847,49226,949
21.119226451679832,49225,950
21.12116736898074,49224,951
21.12719899694173,49223,952
21.12769868583026,49222,953
21.130932598797152,49221,954
21.13238109932418,49220,955
21.135421042501626,49219,956
21.137817928857444,49218,957
21.13957551720731,49217,958
21.139886852480956,49216,959
21.141445287227466,49215,960
21.14455928576193,49214,961
21.144811968825266,49213,962
21.145757142070554,49212,963
21.146092934197757,49211,964
21.14654874681014,49210,965
21.157397610547633,49209,966
21.157413107954408,49208,967
21.160823524041316,49209,966
21.161640979669734,49208,967
21.165594435395537,49207,968
21.170827368435567,49206,969
21.17478535847538,49205,970
21.174988402437304,49204,971
21.176433369450613,49203,972
21.179790102075046,49202,973
21.189470109244787,49201,974
21.1922106040282,49200,975
21.19297869147508,49199,976
21.20326566342088,49198,977
21.205645157985234,49197,978
21.206036769115578,49196,979
21.207064875895718,49195,980
21.207193254320224,49194,981
21.207204484296838,49193,982
21.20987925692234,49192,983
21.21035021769409,49191,984
21.211816542077447,49190,985
21.215220863797914,49189,986
21.21854837174584,49188,987
21.219085082823003,49187,988
21.219837745147927,49186,989
21.220830541626896,49185,990
21.22115196852313,49184,991
21.22487101925721,49183,992
21.225163827309608,49182,993
21.228349584251717,49181,994
21.234338568988502,49180,995
21.23973363513363,49179,996
21.24019626668375,49178,997
21.242559768100133,49177,998
21.2433168889413,49176,999
21.245526668145995,49175,1000
21.247558511228508,49174,1001
21.248999456027466,49173,1002
21.250555217254302,49172,1003
21.25223335692345,49171,1004
21.255582059961164,49170,1005
21.256046933368072,49169,1006
21.258418544421005,49168,1007
21.260278040848572,49167,1008
21.262207300678998,49166,1009
21.263520814333702,49165,1010
21.263642205594753,49164,1011
21.27013240284764,49163,1012
21.274481550691938,49162,1013
21.276543524242054,49161,1014
21.27684464637886,49160,1015
21.278708409056343,49159,1016
21.281481091204977,49158,1017
21.290087336428268,49157,1018
21.29106766512456,49156,1019
21.293931794805154,49155,1020
21.295250050147843,49154,1021
21.29869729091488,49153,1022
21.30095990911777,49152,1023
21.303509266351693,49151,1024
21.305550701332006,49150,1025
21.30757330357932,49149,1026
21.308485673056072,49150,1025
21.3087909779441,49149,1026
21.309050131288018,49148,1027
21.31261997745711,49147,1028
21.314029832366412,49146,1029
21.31510929739151,49145,1030
21.315468511158706,49144,1031
21.32646921050673,49143,1032
21.32717170859831,49142,1033
21.330806080974135,49141,1034
21.331542533853415,49140,1035
21.33340360557081,49139,1036
21.334386962321645,49138,1037
21.33878671680057,49137,1038
21.342394543834473,49136,1039
21.342413620203352,49135,1040
