t,S,I
0.0,55748,1
17.518281186864318,55747,2
22.170406690566082,55746,3
31.296351566904168,55747,2
33.03652897659193,55746,3
34.583907329128294,55745,4
34.59465687798983,55744,5
35.91386722343117,55743,6
36.24095636163261,55742,7
36.35378435604638,55743,6
37.98012620765796,55742,7
38.22368317285822,55743,6
38.70690549730752,55742,7
39.1122327943159,55741,8
39.16365719272801,55742,7
39.39637049031427,55741,8
40.483613814780895,55742,7
40.69958391301773,55741,8
41.77696301926977,55740,9
41.970265793152336,55739,10
42.74412978285902,55738,11
43.15437863268372,55737,12
43.59744576878981,55736,13
43.9634462010861,55737,12
44.22497516863674,55736,13
44.30933315709336,55735,14
44.37907519584098,55734,15
44.42166514749698,55735,14
44.52535699913665,55736,13
44.52611342382671,55737,12
44.5371127500531,55736,13
44.793227150917865,55735,14
44.81749915257228,55734,15
45.00730062908701,55733,16
45.14901346869212,55734,15
45.237957240401755,55733,16
45.309581657391064,55734,15
45.66646732447997,55733,16
45.74316335258121,55732,17
46.823077028367834,55731,18
46.85045732992285,55730,19
46.900707498317786,55729,20
47.110588635702634,55730,19
47.14015862640613,55729,20
47.19582807017977,55728,21
47.356816142094544,55729,20
47.43203526119906,55728,21
47.610096740616164,55727,22
47.65628349392044,55726,23
47.7426963120218,55727,22
48.20713710131284,55726,23
48.495239616937184,55727,22
48.87555273208774,55726,23
48.96089728709512,55725,24
49.10363744580945,55724,25
49.151475738154645,55723,26
49.3397252913779,55722,27
49.41839239627872,55721,28
49.536053913947384,55720,29
49.56805726475335,55719,30
49.66873388803378,55718,31
49.716110906593094,55717,32
49.73186611834466,55716,33
