t,S,I,R
0.0,55748,1,0
0.30209244765364424,55747,2,0
0.3610768218398386,55746,3,0
0.8900366299054369,55745,4,0
0.9381918411101409,55744,5,0
1.0514283972764145,55743,6,0
1.126496067684968,55742,7,0
1.1273582760515775,55741,8,0
1.1275808989241474,55740,9,0
1.1284627766106359,55739,10,0
1.129029129436316,55738,11,0
1.1304912423371216,55737,12,0
1.1349738332827255,55736,13,0
1.14739699228044,55735,14,0
1.1534126424591113,55734,15,0
1.154269784193957,55733,16,0
1.15467000073758,55732,17,0
1.1672689434059014,55731,18,0
1.1709405011262668,55730,19,0
1.1837927523231158,55729,20,0
1.1883232140658526,55728,21,0
1.1900574782527544,55727,22,0
1.1955001591854035,55726,23,0
1.1965544415247704,55725,24,0
1.2040582020032942,55724,25,0
1.2060894457348639,55723,26,0
1.2063374548684305,55722,27,0
1.2126521265994292,55721,28,0
1.2127393015499532,55720,29,0
1.2136483900706305,55719,30,0
1.2194419710731352,55718,31,0
1.2229030786658053,55717,32,0
1.2243469598312027,55716,33,0
1.2253354073854208,55715,34,0
1.2300635481038562,55714,35,0
1.2312496840636127,55713,36,0
1.231450588678267,55712,37,0
1.2342618297412673,55712,36,1
1.2360339038528374,55711,37,1
1.2382748925272813,55710,38,1
1.2455706856388904,55709,39,1
1.245903796870864,55708,40,1
1.2463951605584016,55707,41,1
1.2494389976113023,55706,42,1
1.249996002884175,55705,43,1
1.2523639508352318,55704,44,1
1.255005388627842,55703,45,1
1.255399935645709,55702,46,1
1.2566724087092702,55701,47,1
1.2604180551038704,55700,48,1
1.2638674075347436,55699,49,1
1.266314413034056,55698,50,1
1.269043504604195,55697,51,1
1.269250544599651,55696,52,1
1.2701231497458607,55695,53,1
1.272802575861573,55694,54,1
1.2761983332562568,55693,55,1
1.276478435888096,55692,56,1
1.2772427166059463,55691,57,1
1.27784808158674,55690,58,1
1.2799394437974139,55690,57,2
1.281794686827226,55689,58,2
1.2838284431735365,55688,59,2
1.2859060751886786,55687,60,2
1.2865462421818616,55686,61,2
1.2868775134438626,55685,62,2
1.2872655737420278,55684,63,2
1.2877397671969721,55683,64,2
1.2914614146107817,55682,65,2
1.2927666304116037,55681,66,2
1.2945707171885414,55680,67,2
1.2948305718561166,55679,68,2
1.295536149955064,55678,69,2
1.2976686751831252,55677,70,2
1.2987739251685695,55676,71,2
