t,S,I,R
0.0,55748,1,0
0.6022320180997335,55747,2,0
0.7269623337787933,55746,3,0
0.7596018705709499,55745,4,0
0.776859585930782,55744,5,0
0.7867433344874927,55743,6,0
0.811344874809187,55742,7,0
0.8187688694848733,55741,8,0
0.8543803479083595,55740,9,0
0.8572696233540399,55740,8,1
0.8584318470533747,55739,9,1
0.9383316431535873,55739,8,2
0.9904258020121168,55738,9,2
1.0246127465143928,55737,10,2
1.026529364196895,55736,11,2
1.0331407661435268,55735,12,2
1.0448897345764316,55734,13,2
1.0545277432558395,55733,14,2
1.061923653536417,55732,15,2
1.062871963245881,55731,16,2
1.0761983155920427,55730,17,2
1.0763183305403197,55729,18,2
1.0796629647474187,55728,19,2
1.0814636788044591,55727,20,2
1.083599852825148,55726,21,2
1.0851090650288415,55725,22,2
1.086966269970436,55724,23,2
1.093221913406972,55723,24,2
1.094022870883509,55722,25,2
1.0950909878354038,55721,26,2
1.0969178309181602,55720,27,2
1.115407989983772,55719,28,2
1.1177518652488276,55718,29,2
1.1214963936358802,55717,30,2
1.1222249143690644,55716,31,2
1.1225224577795976,55715,32,2
1.1242005278985436,55714,33,2
1.1247974226158732,55713,34,2
1.12679585147501,55712,35,2
1.12773079383876,55711,36,2
1.1278344103470461,55710,37,2
1.1299044675132879,55709,38,2
1.1325901990035376,55708,39,2
1.1326143143750373,55707,40,2
1.1329176294796184,55706,41,2
1.1399830468907406,55705,42,2
1.1443717094288286,55704,43,2
1.1466333391342673,55703,44,2
1.1479347953473575,55702,45,2
1.1495378602841977,55701,46,2
1.1495546747778267,55700,47,2
1.1495760884454815,55699,48,2
1.1504738879957956,55699,47,3
1.15228437868332,55698,48,3
1.1530100669917502,55697,49,3
1.1543212541679502,55696,50,3
1.1550065410756316,55695,51,3
1.1569353056843708,55694,52,3
1.1580031844139256,55693,53,3
1.1614710516509588,55692,54,3
1.1627117479169942,55691,55,3
1.1681538660274686,55690,56,3
1.1703164556899937,55689,57,3
1.172438592347288,55689,56,4
1.1727834293834918,55688,57,4
1.173707120690457,55687,58,4
1.1737876124476059,55686,59,4
1.1744865770422024,55685,60,4
1.1783305341732275,55684,61,4
1.1815278690603712,55683,62,4
1.183114638479248,55682,63,4
1.1831878987955196,55681,64,4
1.183493496715311,55680,65,4
1.1838317648554992,55679,66,4
1.185114262416151,55678,67,4
1.1898895988891518,55677,68,4
1.1901027439973628,55676,69,4
1.1914542706372404,55675,70,4
1.1918752206397238,55674,71,4
1.1924361003866273,55673,72,4
1.1965379831358915,55672,73,4
1.1965695447007134,55671,74,4
1.1970528112157142,55670,75,4
1.200771715982056,55669,76,4
1.2025342576827602,55668,77,4
1.2033566179706758,55667,78,4
1.2035862029118372,55666,79,4
1.2055281472022699,55666,78,5
1.2057473254652633,55665,79,5
1.2087902591274169,55664,80,5
1.2088064338018103,55663,81,5
1.2101446721358404,55662,82,5
1.2103443411659924,55661,83,5
1.2108579038466643,55660,84,5
1.2109095347102594,55659,85,5
1.2113392493466328,55658,86,5
1.2129559459503063,55657,87,5
1.213356573242711,55656,88,5
1.2138185424142278,55655,89,5
1.2139726228362218,55654,90,5
1.2159297092749226,55653,91,5
1.2180271356753982,55653,90,6
1.2180529572738756,55652,91,6
1.218801262015354,55651,92,6
1.2196960040918425,55650,93,6
1.2202829670284405,55649,94,6
1.2204349979356135,55648,95,6
1.2215590541005787,55647,96,6
1.2226705585487092,55646,97,6
1.2262441680501817,55645,98,6
1.2268916673686883,55644,99,6
1.2277684502839687,55643,100,6
1.2278000572996557,55642,101,6
1.2282026247007103,55641,102,6
1.2293905501679505,55640,103,6
1.2308928116484776,55639,104,6
1.2312944040134919,55638,105,6
1.2313057130699452,55637,106,6
1.2329126698486352,55636,107,6
1.2332109609692639,55635,108,6
1.2335097004805298,55634,109,6
1.2339770055482722,55633,110,6
1.2343267275951728,55632,111,6
1.2344959730378022,55631,112,6
1.234730163179201,55630,113,6
1.2348934312909585,55629,114,6
1.2349492109651825,55628,115,6
1.2362675886358585,55627,116,6
1.2364508393868858,55626,117,6
1.2377970065532706,55625,118,6
1.2378431542199555,55624,119,6
1.2380654622638796,55623,120,6
1.2388576536420555,55622,121,6
1.2389008172294402,55621,122,6
1.2391763864042282,55620,123,6
1.2397380507984406,55619,124,6
1.2412814296864079,55618,125,6
1.241282484444688,55617,126,6
1.242070023351836,55616,127,6
1.2433849369603431,55615,128,6
1.2444843372248182,55614,129,6
1.2450897845568196,55613,130,6
1.2451059013152674,55612,131,6
1.2451190005518653,55611,132,6
1.2466886529718963,55610,133,6
1.2482842313004512,55609,134,6
1.2486570559620351,55608,135,6
1.2504212905331433,55607,136,6
1.2506563279360687,55606,137,6
1.2507155626169115,55605,138,6
1.2509797489861458,55604,139,6
1.2511457080108948,55603,140,6
1.2527537212552253,55602,141,6
1.253553039265576,55601,142,6
1.2537305244927144,55600,143,6
1.253830987902861,55599,144,6
1.2568413975371835,55598,145,6
1.2568655632197103,55597,146,6
1.2582731308017405,55596,147,6
1.2583568701631045,55595,148,6
1.2596500377168944,55594,149,6
1.2598715951306512,55593,150,6
1.2607056609224154,55592,151,6
1.2611299738619677,55591,152,6
1.2615735000092192,55590,153,6
1.261808506124336,55589,154,6
1.2618878101035844,55588,155,6
1.262361061340205,55587,156,6
1.2624096230057282,55586,157,6
1.262843248188179,55585,158,6
1.2633341309661128,55584,159,6
1.2635890498771893,55583,160,6
1.2644381887728073,55582,161,6
1.2653486572043549,55581,162,6
1.265703153680329,55580,163,6
1.2664227109176829,55579,164,6
1.2677773939452441,55578,165,6
1.2687296473833418,55577,166,6
1.2690219663272537,55576,167,6
1.2698500336980754,55575,168,6
1.2698513934761217,55574,169,6
1.2701040044118064,55573,170,6
1.270197956744936,55572,171,6
1.2705288342093155,55571,172,6
1.270618423538536,55570,173,6
1.270802260520487,55569,174,6
1.271078469095707,55568,175,6
1.271621011670983,55567,176,6
1.272042053344924,55566,177,6
1.2724372318721782,55565,178,6
1.2724400146144084,55564,179,6
1.2728011159209165,55563,180,6
1.2729575345321862,55562,181,6
1.2730663921726255,55561,182,6
1.2731572203040653,55560,183,6
1.2734428520768368,55560,182,7
1.2737784132575816,55559,183,7
1.2738900976967116,55558,184,7
1.274317022827819,55557,185,7
1.2746136982884915,55556,186,7
1.2751972380988839,55555,187,7
1.2753015826676797,55554,188,7
1.275343867435321,55553,189,7
1.275818233784046,55552,190,7
1.2760926175441831,55551,191,7
1.2764390341863465,55550,192,7
1.2765128193361952,55549,193,7
1.2765973722896264,55548,194,7
1.2767230450691132,55547,195,7
1.2768474951069249,55546,196,7
1.277734442211941,55545,197,7
1.277851914885292,55544,198,7
1.2778985638311253,55543,199,7
1.2782464024569578,55543,198,8
1.2791874290196166,55542,199,8
1.2793341302772803,55541,200,8
1.2795265396534914,55540,201,8
1.279545441083844,55539,202,8
1.2795753302813397,55538,203,8
1.279926951688717,55537,204,8
1.279972804834061,55536,205,8
1.2800302473849619,55535,206,8
1.2800471627380439,55534,207,8
1.280120857697909,55533,208,8
1.2801988591759206,55532,209,8
1.2802073659972084,55531,210,8
1.2802799014739925,55530,211,8
1.2803113452906505,55529,212,8
1.2808075722674286,55528,213,8
1.2808811988041007,55527,214,8
1.2810931898553055,55526,215,8
1.2814064178673465,55525,216,8
1.281411398117536,55524,217,8
1.2816084862791461,55523,218,8
1.28170012536916,55522,219,8
1.2817393879986765,55521,220,8
1.2818355126145267,55520,221,8
1.2818975599718374,55519,222,8
1.2823080407132228,55518,223,8
1.2828523240895533,55517,224,8
1.2833941992145252,55516,225,8
1.283624930406957,55515,226,8
1.2836464558532452,55514,227,8
1.2837995787657182,55513,228,8
1.2838480924845397,55512,229,8
1.2838872567149837,55511,230,8
1.284179094051524,55510,231,8
1.2842288244627633,55509,232,8
1.2843995120891116,55508,233,8
1.2844465583844347,55507,234,8
1.2844674217123329,55506,235,8
1.2844799710479506,55505,236,8
1.284482217742073,55504,237,8
1.2846919161697443,55503,238,8
1.2848013557336353,55503,237,9
1.2848224658847756,55502,238,9
1.2850338840785422,55501,239,9
1.2850853399164188,55500,240,9
1.2851456195141606,55499,241,9
1.2851843631409787,55498,242,9
1.2852002234948907,55497,243,9
1.2854527680197394,55496,244,9
1.28562092695923,55495,245,9
1.2857563831218757,55494,246,9
1.2858079951892216,55493,247,9
1.2858969106332323,55492,248,9
1.2859459555787827,55491,249,9
1.2859645764609398,55490,250,9
1.2859652420070162,55489,251,9
1.2861680910117352,55488,252,9
1.28640219203018,55487,253,9
1.2867168626113712,55486,254,9
1.2869715246932771,55485,255,9
1.2870242070166231,55484,256,9
1.2872119505534316,55483,257,9
1.2877843872153114,55482,258,9
1.2879093517310225,55481,259,9
1.2880008988545657,55480,260,9
1.2882184365826583,55479,261,9
1.2882930852789152,55478,262,9
1.2883211077271468,55477,263,9
1.2883657940834046,55476,264,9
1.2885700530737447,55475,265,9
1.2887057979459768,55474,266,9
1.2887114700528257,55473,267,9
1.2887591875246363,55472,268,9
1.288781969490978,55471,269,9
1.2888098671230241,55470,270,9
1.2888758011775843,55469,271,9
1.2890653995321308,55468,272,9
1.2890811312058403,55467,273,9
1.2891907607700808,55466,274,9
1.2894324206251047,55465,275,9
1.2894479859814936,55464,276,9
1.2895492714718566,55463,277,9
1.2895856128444494,55462,278,9
1.2896277278072543,55461,279,9
1.289818727416833,55460,280,9
1.2898804882455421,55459,281,9
1.2901492693509498,55458,282,9
1.2902729740907863,55457,283,9
1.2903504412403832,55456,284,9
1.290415270627376,55455,285,9
1.2904386256687244,55454,286,9
1.290455492796249,55453,287,9
1.2906911236920262,55452,288,9
