t,S,I,R
0.0,55748,1,0
0.996618217350798,55747,2,0
1.055304882678527,55746,3,0
1.0744669262254631,55745,4,0
1.0954693270257976,55744,5,0
1.103972766330096,55743,6,0
1.1247234398943298,55742,7,0
1.1378109345749141,55741,8,0
1.1506302598828946,55740,9,0
1.1523215312904909,55740,8,1
1.1815807216621066,55739,9,1
1.2084665695333434,55738,10,1
1.213263129440737,55737,11,1
1.2154260656390572,55736,12,1
1.2263237727702943,55735,13,1
1.23635152077127,55734,14,1
1.2678702570318094,55733,15,1
1.2807362821264914,55732,16,1
1.281156091408543,55731,17,1
1.3582049154911733,55730,18,1
1.3669709819181344,55729,19,1
1.371951609285147,55728,20,1
1.3728768976218133,55727,21,1
1.3836368688544403,55726,22,1
1.3896076996645115,55725,23,1
1.3915707828536559,55724,24,1
1.4007356034137275,55723,25,1
1.4017324023184077,55722,26,1
1.4019153245309737,55721,27,1
1.403742215221476,55720,28,1
1.4040608912505876,55719,29,1
1.4065984657490254,55718,30,1
1.4071280624488638,55717,31,1
1.4071339796815314,55716,32,1
1.4101696722485855,55715,33,1
1.4118526631245674,55714,34,1
1.4161015872780096,55713,35,1
1.4187349193430603,55712,36,1
1.4188130473680733,55711,37,1
1.4244017169389809,55710,38,1
1.4273516906486803,55709,39,1
1.4274126979319408,55708,40,1
1.4289439345745971,55707,41,1
1.429410203186516,55706,42,1
1.4305232220537503,55705,43,1
1.4305713965149607,55704,44,1
1.430930853899401,55703,45,1
1.4323226954931891,55702,46,1
1.4349372999550287,55701,47,1
1.434978122069963,55700,48,1
1.4381813163953578,55699,49,1
1.4410693705981419,55698,50,1
1.442151343253717,55697,51,1
1.4445018772388927,55696,52,1
1.4468042019930873,55695,53,1
1.4468391807414138,55694,54,1
1.4471824277061527,55693,55,1
1.4477711841650136,55692,56,1
1.4485265564068848,55691,57,1
1.448558659885227,55690,58,1
1.4515443753918642,55689,59,1
1.4519399681112637,55688,60,1
1.4539330608489265,55687,61,1
1.45400686994584,55686,62,1
1.4546599119818293,55685,63,1
1.4554423703145674,55685,62,2
1.455846350566691,55684,63,2
1.4558861585612806,55683,64,2
1.4566147327801997,55682,65,2
1.459004841449072,55681,66,2
1.4595610696866537,55680,67,2
1.4612575063959776,55679,68,2
1.46135244491595,55678,69,2
1.461604513470011,55677,70,2
1.4618511325159105,55676,71,2
1.4618556485686112,55675,72,2
1.4628031248060107,55674,73,2
1.4633585077389941,55673,74,2
1.4635437135022094,55672,75,2
1.4636606187799663,55671,76,2
1.4638403262091975,55670,77,2
1.4646635821523226,55669,78,2
1.4664350648906632,55668,79,2
1.4668650749645864,55667,80,2
1.4671152911462453,55666,81,2
1.4683112551733764,55665,82,2
1.4683309252294994,55664,83,2
1.4683831530513283,55663,84,2
1.469036278174703,55662,85,2
1.469606114837988,55661,86,2
1.4699161648068146,55660,87,2
1.470469958868264,55659,88,2
1.4705144411593556,55658,89,2
1.4705553567317597,55657,90,2
1.4715429234078965,55656,91,2
1.4716335769769804,55655,92,2
1.471881238382105,55654,93,2
1.472098930098604,55653,94,2
1.4722395856770465,55652,95,2
1.4724080692810824,55651,96,2
1.473088518771848,55650,97,2
1.4731055987293342,55649,98,2
1.4737629397148595,55648,99,2
1.4758598113533072,55647,100,2
1.4759894945854848,55646,101,2
1.476270970249222,55645,102,2
1.4764170461723947,55644,103,2
1.4766867518986038,55643,104,2
1.4767548771578307,55642,105,2
1.477155436931098,55641,106,2
1.4784735799691922,55640,107,2
1.4787110513053734,55639,108,2
1.4789490787184651,55638,109,2
1.4791593845767255,55637,110,2
1.4793221297400476,55636,111,2
1.4793902338698381,55635,112,2
1.479689960335499,55634,113,2
1.480270512845419,55633,114,2
1.4812982918855881,55632,115,2
1.4813486897846833,55631,116,2
1.4813720006534163,55630,117,2
1.4814418731501608,55629,118,2
1.4816287408222681,55628,119,2
1.4816987961252432,55627,120,2
1.4818034616008215,55626,121,2
1.4818509104243125,55625,122,2
1.4819875048088271,55624,123,2
1.4822913637766373,55623,124,2
1.48265843884643,55622,125,2
1.4830992442032207,55621,126,2
1.483116879775582,55620,127,2
