t,S,I,R
0.0,55748,1,0
1.266094912587101,55747,2,0
1.3333630135820391,55746,3,0
1.3869982256764581,55745,4,0
1.4353293901105315,55744,5,0
1.4390103201117992,55743,6,0
1.455289820167418,55742,7,0
1.4603026096304526,55741,8,0
1.477154525150731,55740,9,0
1.5415412803060073,55739,10,0
1.5623945530673211,55738,11,0
1.6101728075514896,55737,12,0
1.6152376507865487,55736,13,0
1.6699157894834005,55735,14,0
1.6717843879924967,55734,15,0
1.6872207615664265,55733,16,0
1.7248064477453713,55732,17,0
1.7272966161291219,55731,18,0
1.7407900723546725,55730,19,0
1.7439696801390978,55729,20,0
1.7456746270552919,55728,21,0
1.7637637065965377,55727,22,0
1.770809112643479,55726,23,0
1.7834160057826376,55725,24,0
1.7862501089427618,55724,25,0
1.803862415980017,55723,26,0
1.8060940515870492,55722,27,0
1.8064896174780827,55721,28,0
1.8068772915893647,55720,29,0
1.8175095645813368,55719,30,0
1.8241846420822319,55718,31,0
1.8295466965946792,55717,32,0
1.8354255482489297,55716,33,0
1.853925754223831,55715,34,0
1.854293919312429,55714,35,0
1.8663646382149441,55713,36,0
1.8681910372195032,55712,37,0
1.8720974058603586,55711,38,0
1.8732225544903145,55710,39,0
1.8803932558832264,55709,40,0
1.881357495231244,55708,41,0
1.8933396866743186,55707,42,0
1.8968585264572688,55706,43,0
1.9099154443660584,55705,44,0
1.9116391993914859,55704,45,0
1.9162268846327264,55703,46,0
1.9170672950915246,55702,47,0
1.923170397662934,55701,48,0
1.9234726481096778,55700,49,0
1.9238621101472642,55699,50,0
1.9239489081312602,55698,51,0
1.926040643442278,55697,52,0
1.9286037136811796,55696,53,0
1.9341870465986346,55695,54,0
1.9355157282827573,55694,55,0
1.9367205305385136,55693,56,0
1.939419841442584,55692,57,0
1.9442761021668538,55691,58,0
1.946061159594843,55690,59,0
1.9472228902739679,55689,60,0
1.9476648872675475,55688,61,0
1.9511478836381233,55687,62,0
1.9515067871575302,55686,63,0
1.9533149875897906,55685,64,0
1.954071304887525,55684,65,0
1.9548656173212786,55683,66,0
1.9548964226484031,55682,67,0
1.958445317704006,55681,68,0
1.9587058541422098,55680,69,0
1.9613700094386264,55679,70,0
1.961487774188167,55678,71,0
1.9616347656979753,55677,72,0
1.963321021745661,55676,73,0
1.9634955086498471,55675,74,0
1.9646691968062053,55674,75,0
1.9649916013857245,55673,76,0
1.9668812588619211,55672,77,0
1.9671118940091443,55671,78,0
1.9673129797337177,55670,79,0
1.9702230180685474,55669,80,0
1.9708802660277396,55668,81,0
1.9713254689992268,55667,82,0
1.972233303767693,55666,83,0
1.972336361571377,55665,84,0
1.9727812725946103,55664,85,0
