t,S,I,R
0.0,55748,1,0
0.8332515561868071,55747,2,0
1.2110123911460262,55746,3,0
1.2322304509749773,55745,4,0
1.4666844354598667,55744,5,0
1.4955932272527765,55743,6,0
1.5599896354085563,55742,7,0
1.5961468134616346,55741,8,0
1.6583614502966961,55740,9,0
1.7578974963269651,55739,10,0
1.7750872611555768,55738,11,0
1.8690727954024209,55737,12,0
1.8819891573352687,55736,13,0
1.8934329044732587,55735,14,0
1.9033991825321301,55734,15,0
1.912251525502104,55733,16,0
1.925471097663292,55732,17,0
1.9287889188097767,55731,18,0
1.938578694520538,55730,19,0
1.9401127066102197,55729,20,0
1.9417541531632025,55728,21,0
1.9444842781732188,55727,22,0
1.9452039588661583,55726,23,0
1.9503777915471239,55725,24,0
1.9561590338775852,55724,25,0
1.963892881434437,55723,26,0
1.9653322557444302,55722,27,0
1.9723464004110562,55721,28,0
1.9878908370127129,55720,29,0
1.9951191782640616,55719,30,0
2.001302068692357,55718,31,0
2.0033482959505524,55717,32,0
2.0106354553572103,55716,33,0
2.0125426649615052,55715,34,0
2.0136263663537846,55714,35,0
2.0176414721809905,55713,36,0
2.0374505845773716,55712,37,0
2.042282276667907,55711,38,0
2.0448927397076684,55710,39,0
2.0607550904227763,55709,40,0
2.0639576077701354,55708,41,0
2.0661499172184827,55708,40,1
2.067841877155852,55707,41,1
2.0685098239649817,55706,42,1
2.0691080549742114,55705,43,1
2.0736207407198464,55704,44,1
2.077224141559282,55703,45,1
2.078263319983735,55702,46,1
2.0798863748409713,55701,47,1
2.0820167171839223,55700,48,1
2.0839257553069195,55699,49,1
2.087607106753702,55698,50,1
2.0879531097274073,55697,51,1
2.0882970820914366,55696,52,1
2.091193008794766,55695,53,1
2.092480624682403,55694,54,1
2.096784413759252,55693,55,1
2.101563576224842,55692,56,1
2.1044593422437847,55691,57,1
2.1065601809573513,55690,58,1
2.1093858383088433,55689,59,1
2.110247592225991,55689,58,2
2.111048034113998,55688,59,2
2.116188068506789,55687,60,2
2.1166974092700137,55686,61,2
2.116804846263673,55685,62,2
2.1169515919913695,55684,63,2
2.124872164839465,55683,64,2
2.1255442627629413,55682,65,2
2.1269627562597324,55681,66,2
2.1327090626594947,55680,67,2
2.1380455494999087,55679,68,2
2.138421875809143,55678,69,2
2.1416136507282593,55677,70,2
2.1418131505786193,55676,71,2
2.143273985705715,55675,72,2
2.1433767843999596,55674,73,2
2.1448119448477674,55673,74,2
2.146200222832244,55672,75,2
2.146424876127458,55671,76,2
2.1471530436299977,55670,77,2
2.1497467289409804,55669,78,2
2.1514408612892626,55668,79,2
2.1574729253629195,55667,80,2
