t,S,I,R
0.0,55748,1,0
0.3502871146653374,55747,2,0
0.3665476131999015,55746,3,0
0.46345255027016746,55745,4,0
0.6319745722706647,55744,5,0
0.634518933465413,55743,6,0
0.6687592253917656,55742,7,0
0.7142387489367239,55741,8,0
0.7167106564017288,55740,9,0
0.7261178973121605,55739,10,0
0.7308234850947717,55738,11,0
0.7396074722301749,55737,12,0
0.7677475382815907,55736,13,0
0.778911730788912,55735,14,0
0.7875659666331056,55734,15,0
0.7895624810806156,55733,16,0
0.7997838046113482,55732,17,0
0.8019626751088195,55731,18,0
0.8069586190167152,55730,19,0
0.8075294388600984,55729,20,0
0.8184496897483616,55728,21,0
0.8196979144819247,55728,20,1
0.8255194213567308,55727,21,1
0.8281498104243145,55726,22,1
0.8302056984061412,55725,23,1
0.8335135167648107,55724,24,1
0.8350587593662359,55723,25,1
0.8374279351174923,55722,26,1
0.8470388707721688,55721,27,1
0.8472626661166252,55720,28,1
0.8483896174192989,55719,29,1
0.8492631935203915,55718,30,1
0.8525416900536529,55717,31,1
0.8532332382022498,55716,32,1
0.8556118255484394,55715,33,1
0.856056652803902,55714,34,1
0.8635415487641851,55713,35,1
0.8643868027676928,55712,36,1
0.8672309003198485,55711,37,1
0.8688013814264448,55710,38,1
0.8695183268702065,55709,39,1
0.8699790452003608,55708,40,1
0.8720673940745386,55707,41,1
0.8720990172727555,55706,42,1
0.8726745231402533,55705,43,1
0.876035409695339,55704,44,1
0.8766374996629189,55703,45,1
0.8770785617356466,55702,46,1
0.8773350517831008,55701,47,1
0.8873262259507054,55700,48,1
0.890040319743961,55699,49,1
0.8902783511375242,55698,50,1
0.8911513350923528,55697,51,1
0.8916797192508354,55696,52,1
0.8925981184184938,55695,53,1
0.8928698110308373,55694,54,1
0.8931629543058648,55693,55,1
0.8936855311471668,55693,54,2
0.8941329727008951,55692,55,2
0.8946199775097357,55691,56,2
0.8977288069443589,55690,57,2
0.8981290109155147,55689,58,2
0.8999288792718846,55688,59,2
0.9018031490057419,55687,60,2
0.9032144847540159,55686,61,2
0.9050407610553008,55685,62,2
0.9068818832270361,55684,63,2
0.9073507220616005,55683,64,2
0.9082069839872045,55682,65,2
0.9082370220727214,55681,66,2
0.9085110663951287,55680,67,2
0.9088420041563238,55679,68,2
0.9090008585529823,55678,69,2
0.9118161118177035,55677,70,2
0.9120129271385802,55676,71,2
0.9120432086033003,55675,72,2
0.9134038605932866,55674,73,2
0.9141803142373244,55673,74,2
0.9151923121449159,55672,75,2
0.915731457621582,55671,76,2
0.9161908223946751,55670,77,2
0.9172434654279615,55669,78,2
0.9173623425807544,55668,79,2
0.9175545846595239,55667,80,2
0.9176385127158824,55666,81,2
0.9177234692845079,55665,82,2
0.9208112361158507,55664,83,2
0.922546441223925,55663,84,2
0.922714992158258,55662,85,2
0.9229828379448324,55661,86,2
0.9230905950357805,55660,87,2
0.9231785295155872,55659,88,2
0.9252476082571438,55658,89,2
0.9254895073408238,55657,90,2
0.9265150750310258,55656,91,2
0.9281164607036011,55655,92,2
0.9283553749095226,55654,93,2
0.9283836358608373,55653,94,2
0.9285670276122523,55652,95,2
0.9292118078206835,55651,96,2
0.9317649430237916,55650,97,2
0.9319355315633697,55649,98,2
0.9331472910756942,55648,99,2
0.9353398965131396,55647,100,2
0.9353970150771305,55646,101,2
0.9380736483724723,55645,102,2
0.9380751073125664,55644,103,2
0.9382096078337369,55643,104,2
0.9385320092526773,55642,105,2
0.9388738514651329,55641,106,2
0.9389318541002086,55640,107,2
0.9401453423316258,55639,108,2
0.9410621532342339,55638,109,2
0.9423576517094254,55637,110,2
0.9440851526316546,55636,111,2
0.9445917950260191,55635,112,2
0.9459126662050937,55634,113,2
0.9460806868746994,55633,114,2
0.9462366365568677,55632,115,2
0.9465650204536549,55631,116,2
0.9471194833545853,55630,117,2
0.9473000114247261,55629,118,2
0.9479292633472467,55628,119,2
0.9481728654152479,55627,120,2
0.9489723649439107,55626,121,2
0.9495326392574818,55625,122,2
0.9495717589818112,55624,123,2
0.9496840450490392,55623,124,2
0.9499771614957979,55622,125,2
0.9507262640415939,55621,126,2
0.9507877900805588,55620,127,2
0.9526975175059027,55619,128,2
0.9528378143039324,55618,129,2
0.9532393628432407,55617,130,2
0.9541516583078674,55616,131,2
0.9552613933923205,55615,132,2
0.956361525048735,55614,133,2
0.9563847611729641,55613,134,2
0.9567504370340447,55612,135,2
0.958892029239563,55611,136,2
0.958984748010379,55610,137,2
0.9591351869251351,55609,138,2
0.9598520976434608,55608,139,2
0.9599134965142851,55607,140,2
0.9601785052008813,55606,141,2
0.960543409936601,55605,142,2
0.9609256553225972,55604,143,2
0.9612867687484827,55603,144,2
0.9614825415160041,55602,145,2
0.9617336742264998,55601,146,2
0.9624562099874516,55600,147,2
0.9634369032392495,55599,148,2
0.9634973132903633,55598,149,2
0.963922354373823,55597,150,2
0.9641404210792442,55596,151,2
0.964363960168574,55595,152,2
0.9648811580307577,55594,153,2
0.9651603552658672,55593,154,2
0.9656480425282917,55592,155,2
0.9659559081517182,55591,156,2
0.9660300305006921,55590,157,2
0.9665171913605398,55589,158,2
0.9667567312804486,55588,159,2
0.966909027835263,55587,160,2
0.9672135712956489,55586,161,2
0.9672705027335854,55585,162,2
0.9680660124048286,55584,163,2
0.9688778435465121,55583,164,2
0.969226152420445,55582,165,2
0.9693457604813867,55581,166,2
0.9694322279627758,55580,167,2
0.9697418208351551,55579,168,2
0.9698110955629943,55578,169,2
0.9700237198141293,55577,170,2
0.970367193765735,55576,171,2
0.9706982939882192,55575,172,2
0.970909694521703,55574,173,2
0.9722617566897405,55573,174,2
0.9722998251626178,55572,175,2
0.9723222952927277,55571,176,2
0.9728269137393369,55570,177,2
0.9732926122025557,55569,178,2
